2026/09/22 08:23:49.729, 600.63 W, 2610 MHz
2026/09/22 08:23:50.729, 602.16 W, 2610 MHz
2026/09/22 08:23:51.729, 594.14 W, 2595 MHz
2026/09/22 08:23:52.729, 601.72 W, 2625 MHz
2026/09/22 08:23:53.730, 598.23 W, 2587 MHz
2026/09/22 08:23:54.730, 599.78 W, 2632 MHz
2026/09/22 08:23:55.730, 596.32 W, 2677 MHz
2026/09/22 08:23:56.730, 598.17 W, 2617 MHz
2026/09/22 08:23:57.730, 595.23 W, 2580 MHz
2026/09/22 08:23:58.730, 597.15 W, 2632 MHz
2026/09/22 08:23:59.730, 600.33 W, 2595 MHz
2026/09/22 08:24:00.731, 593.14 W, 2610 MHz
2026/09/22 08:24:01.731, 602.50 W, 2580 MHz
2026/09/22 08:24:02.731, 598.25 W, 2602 MHz
2026/09/22 08:24:03.731, 594.48 W, 2625 MHz
2026/09/22 08:24:04.731, 603.69 W, 2587 MHz
2026/09/22 08:24:05.732, 605.73 W, 2595 MHz
2026/09/22 08:24:06.732, 600.06 W, 2595 MHz
2026/09/22 08:24:07.732, 600.01 W, 2610 MHz
2026/09/22 08:24:08.732, 597.32 W, 2610 MHz
2026/09/22 08:24:09.732, 597.39 W, 2617 MHz
2026/09/22 08:24:10.733, 600.62 W, 2610 MHz
2026/09/22 08:24:11.733, 598.34 W, 2640 MHz
2026/09/22 08:24:12.733, 600.37 W, 2625 MHz
2026/09/22 08:24:13.733, 599.58 W, 2587 MHz
2026/09/22 08:24:14.734, 603.46 W, 2617 MHz
2026/09/22 08:24:15.734, 596.94 W, 2587 MHz
2026/09/22 08:24:16.734, 608.83 W, 2632 MHz
2026/09/22 08:24:17.735, 599.93 W, 2587 MHz
2026/09/22 08:24:18.735, 599.40 W, 2580 MHz
2026/09/22 08:24:19.735, 601.32 W, 2610 MHz
2026/09/22 08:24:20.735, 599.61 W, 2625 MHz
2026/09/22 08:24:21.735, 604.49 W, 2587 MHz
2026/09/22 08:24:22.735, 597.78 W, 2587 MHz
2026/09/22 08:24:23.736, 599.61 W, 2587 MHz
2026/09/22 08:24:24.736, 600.31 W, 2595 MHz
2026/09/22 08:24:25.736, 602.98 W, 2632 MHz
2026/09/22 08:24:26.736, 595.89 W, 2602 MHz
2026/09/22 08:24:27.736, 597.20 W, 2595 MHz
2026/09/22 08:24:28.736, 585.11 W, 2565 MHz
2026/09/22 08:24:29.737, 595.58 W, 2587 MHz
2026/09/22 08:24:30.737, 595.09 W, 2632 MHz
2026/09/22 08:24:31.737, 604.11 W, 2587 MHz
2026/09/22 08:24:32.737, 591.16 W, 2565 MHz
2026/09/22 08:24:33.737, 599.22 W, 2595 MHz
2026/09/22 08:24:34.737, 603.31 W, 2595 MHz
2026/09/22 08:24:35.738, 602.38 W, 2625 MHz
2026/09/22 08:24:36.738, 598.29 W, 2640 MHz
2026/09/22 08:24:37.738, 593.01 W, 2572 MHz
2026/09/22 08:24:38.738, 591.24 W, 2572 MHz
2026/09/22 08:24:39.738, 606.48 W, 2625 MHz
2026/09/22 08:24:40.738, 598.98 W, 2602 MHz
2026/09/22 08:24:41.739, 597.57 W, 2610 MHz
2026/09/22 08:24:42.739, 592.53 W, 2610 MHz
2026/09/22 08:24:43.739, 598.23 W, 2595 MHz
2026/09/22 08:24:44.739, 594.14 W, 2587 MHz
2026/09/22 08:24:45.740, 602.73 W, 2602 MHz
2026/09/22 08:24:46.740, 597.45 W, 2625 MHz
2026/09/22 08:24:47.740, 604.33 W, 2617 MHz
2026/09/22 08:24:48.740, 595.03 W, 2595 MHz
2026/09/22 08:24:49.740, 593.23 W, 2572 MHz
2026/09/22 08:24:50.741, 591.28 W, 2557 MHz
2026/09/22 08:24:51.741, 600.02 W, 2565 MHz
2026/09/22 08:24:52.741, 598.11 W, 2617 MHz
2026/09/22 08:24:53.741, 594.63 W, 2632 MHz
2026/09/22 08:24:54.741, 586.79 W, 2700 MHz
2026/09/22 08:24:55.742, 551.59 W, 2820 MHz
2026/09/22 08:24:56.742, 467.98 W, 2820 MHz
2026/09/22 08:24:57.742, 467.19 W, 2820 MHz
2026/09/22 08:24:58.742, 467.37 W, 2820 MHz
2026/09/22 08:24:59.742, 315.72 W, 2880 MHz
2026/09/22 08:25:00.742, 489.71 W, 2722 MHz
2026/09/22 08:25:01.742, 600.39 W, 2670 MHz
2026/09/22 08:25:02.743, 599.41 W, 2677 MHz
2026/09/22 08:25:03.743, 597.09 W, 2602 MHz
2026/09/22 08:25:04.743, 601.24 W, 2640 MHz
2026/09/22 08:25:05.743, 598.49 W, 2655 MHz
2026/09/22 08:25:06.744, 600.59 W, 2625 MHz
2026/09/22 08:25:07.744, 600.00 W, 2617 MHz
2026/09/22 08:25:08.744, 601.40 W, 2602 MHz
2026/09/22 08:25:09.744, 599.14 W, 2617 MHz
2026/09/22 08:25:10.744, 601.42 W, 2625 MHz
2026/09/22 08:25:11.744, 597.51 W, 2632 MHz
2026/09/22 08:25:12.745, 600.47 W, 2625 MHz
2026/09/22 08:25:13.745, 599.90 W, 2610 MHz
2026/09/22 08:25:14.745, 596.88 W, 2625 MHz
2026/09/22 08:25:15.745, 603.16 W, 2610 MHz
2026/09/22 08:25:16.745, 595.76 W, 2610 MHz
2026/09/22 08:25:17.745, 596.63 W, 2587 MHz
2026/09/22 08:25:18.745, 602.34 W, 2610 MHz
2026/09/22 08:25:19.746, 596.37 W, 2580 MHz
2026/09/22 08:25:20.746, 599.77 W, 2610 MHz
2026/09/22 08:25:21.746, 603.20 W, 2610 MHz
2026/09/22 08:25:22.746, 592.78 W, 2580 MHz
2026/09/22 08:25:23.747, 602.12 W, 2640 MHz
2026/09/22 08:25:24.747, 597.44 W, 2587 MHz
2026/09/22 08:25:25.747, 597.75 W, 2610 MHz
2026/09/22 08:25:26.747, 603.03 W, 2617 MHz
2026/09/22 08:25:27.747, 597.54 W, 2587 MHz
2026/09/22 08:25:28.747, 596.20 W, 2587 MHz
2026/09/22 08:25:29.747, 598.83 W, 2587 MHz
2026/09/22 08:25:30.748, 595.85 W, 2610 MHz
2026/09/22 08:25:31.748, 598.17 W, 2610 MHz
2026/09/22 08:25:32.748, 599.38 W, 2617 MHz
2026/09/22 08:25:33.748, 594.90 W, 2632 MHz
2026/09/22 08:25:34.748, 605.89 W, 2602 MHz
2026/09/22 08:25:35.748, 587.55 W, 2602 MHz
2026/09/22 08:25:36.748, 606.18 W, 2587 MHz
2026/09/22 08:25:37.749, 602.02 W, 2625 MHz
2026/09/22 08:25:38.749, 594.22 W, 2640 MHz
2026/09/22 08:25:39.749, 595.25 W, 2587 MHz
2026/09/22 08:25:40.749, 601.76 W, 2587 MHz
2026/09/22 08:25:41.750, 605.34 W, 2617 MHz
2026/09/22 08:25:42.750, 602.49 W, 2602 MHz
2026/09/22 08:25:43.750, 598.18 W, 2580 MHz
2026/09/22 08:25:44.750, 601.26 W, 2617 MHz
2026/09/22 08:25:45.751, 603.96 W, 2617 MHz
2026/09/22 08:25:46.751, 598.01 W, 2580 MHz
2026/09/22 08:25:47.751, 596.06 W, 2580 MHz
2026/09/22 08:25:48.751, 593.28 W, 2587 MHz
2026/09/22 08:25:49.752, 609.67 W, 2595 MHz
2026/09/22 08:25:50.752, 599.60 W, 2602 MHz
